Mentions,Sentiment,clean_text,prediksi_sentimen
"@tempodotco Klo pertalite,gas 3kg,sama listrik naik gak ada jaminan negri ini aman,semenjak pertamax naik saja 2 minggu ini pasar tambah sepi daya beli turun drastis,padahal rakyat baru dpt cairan BLT 500rb pasar tetep sepi gila gak,itu artinya rakyat ben",Positive,klo pertalitegas kgsama listrik naik gak ada jaminan negri ini amansemenjak pertamax naik saja minggu ini pasar tambah sepi daya beli turun drastispadahal rakyat baru dpt cairan blt rb pasar tetep sepi gila gakitu artinya rakyat ben,Positive
"Penyaluran BLT Dana Desa untuk bulan April tahun 2022 di Nagari Koto Dalam Barat Kec. Padang Sago Kab. Padang Pariaman.
@halimiskandarnu 
@kemendespdtt 
@imansyukri
@malik_haramain
@taufikmadjid71 
@gito_afriendra 
@JTrikora 
@DasrilNovrianto 
@Wendriadi4",Positive,penyaluran blt dana desa untuk bulan april tahun di nagari koto dalam barat kec padang sago kab padang pariaman,Positive
"Saat ini Pemerintah mulai menyalurkan Bantuan Langsung Tunai (BLT) minyak goreng  untuk masyarakat yang berhak agar meringankan pembelian minyak goreng yang harganya sedang tinggi. Besaran BLT minyak goreng, yakni Rp.300.000, disalurkan melalui Polres Pek",Negative,saat ini pemerintah mulai menyalurkan bantuan langsung tunai blt minyak goreng untuk masyarakat yang berhak agar meringankan pembelian minyak goreng yang harganya sedang tinggi besaran blt minyak goreng yakni rp disalurkan melalui polres pek,Positive
"Presiden Apresiasi Pos Indonesia Salurkan BLT Minyak Goreng 98,3 persen https://t.co/sh0WnoWO8M",Positive,presiden apresiasi pos indonesia salurkan blt minyak goreng persen,Positive
"penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi",Positive,penyaluran blt minyak goreng ini udah mencapai persen loh bestie,Positive
"Alhamdulillah banget ya, penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi https://t.co/UYUcfcm6v6",Positive,alhamdulillah banget ya penyaluran blt minyak goreng ini udah mencapai persen loh bestie,Positive
BLT DD Periode April 2022 Dibagikan PemdesÃ‚Â Cikembar https://t.co/kvVNUu1Ahq,Positive,blt dd periode april dibagikan pemdesã‚â cikembar,Positive
Pemerintah masih berupaya membantu kebutuhan pokok masyarakat dengan mengeluarkan BLT di tengah kenaikan harga minyak internasional. https://t.co/1gPJT2aKlC,Positive,pemerintah masih berupaya membantu kebutuhan pokok masyarakat dengan mengeluarkan blt di tengah kenaikan harga minyak internasional,Positive
"Penyaluran BLT DD (Jan sd Mar 2022) Marjandi_Panombeian Panei_Simalungun_Sumut
#SimalungunSalurBLTDD 
#TPPSimalungun
@jokowi
@halimiskandarnu 
@kemendespdtt 
@imansyukri 
@malik_haramain 
@taufikmadjid71 
@sugito_jaya 
@yusradaridesa 
@SukoyoKasekpro 
@Ko",Positive,penyaluran blt dd jan sd mar marjandipanombeian paneisimalungunsumut,Positive
"Pencarian BLT DD bulan ke 4 Desa Bakalrejo dan Desa Supenuh. Barokallah.
#TPPSUGIO
#TPPJawaTimur
#TPPLamongan
@halimiskandarnu
@yusradaridesa
@LuthfiyahNurla1
@bpsdmkemendes
@Ari_Asharie
@Nuri_Maulidi_Z
@cak_furi1
@Mift4hulMunir
@Iskandar__NH
@masnafik ht",Positive,pencarian blt dd bulan ke desa bakalrejo dan desa supenuh barokallah ht,Positive
"Terbaik banget emang pemerintah, saat ini penyaluran BLT Minyak goreng sudah mencapai 99 persen gais 
#DukungMendagLutfi https://t.co/7TZOKrS9AP",Positive,terbaik banget emang pemerintah saat ini penyaluran blt minyak goreng sudah mencapai persen gais,Positive
"@kafiradikalis @jokowi Aksesibilitas ke jaringan internet dan sosmed yang rendah membuat disparitas persepsi begitu tinggi.

Artinya program Palapa Ring dan Tol Langit lebih baik mereka self-sabotage.
Lebih baik menggalakkan program2 bagi2 sembako atau BL",Neutral,aksesibilitas ke jaringan internet dan sosmed yang rendah membuat disparitas persepsi begitu tinggi artinya program palapa ring dan tol langit lebih baik mereka selfsabotage lebih baik menggalakkan program bagi sembako atau bl,Positive
"@kompascom Dunia data pulsa makanan no 1 Pak @jokowi !  Yang dapat BLT ,Bansos dll rata2 sudah mempunyai Motor , rumah bagus dll  salah sasaran semua !",Negative,dunia data pulsa makanan no pak yang dapat blt bansos dll rata sudah mempunyai motor rumah bagus dll salah sasaran semua,Positive
"Dampingi Pembagian BLT DD, Babinsa Desa Sungai Keruh Pastikan Warganya Merasa Aman Dan Nyaman

https://t.co/lfqT4Akz0l https://t.co/R6Kbjp0TsA",Negative,dampingi pembagian blt dd babinsa desa sungai keruh pastikan warganya merasa aman dan nyaman,Positive
"Masukkan NIK KTP ke https://t.co/DQ9ZdZajzF, Cek Penerima BPUM 2022 Tahap 3 untuk Dapatkan BLT UMKM Rp600 Ribu https://t.co/Y55sECMDOP",Positive,masukkan nik ktp ke cek penerima bpum tahap untuk dapatkan blt umkm rp ribu,Positive
Presiden Jokowi minta penggunaan BLT minyak goreng tepat guna sesuai dengan arah dari KEMENSOS. #DukungMendag Lutfi https://t.co/TDBFGHEHp0,Positive,presiden jokowi minta penggunaan blt minyak goreng tepat guna sesuai dengan arah dari kemensos lutfi,Positive
Presiden Joko Widodo mengingatkan masyarakat agar tidak menggunakan uang Bantuan Langsung Tunai (BLT) Minyak Goreng untuk membeli pulsa. - #BLT #MinyakGoreng #Nasional #VideoKompas #JernihkanHarapan https://t.co/XhpTB4iwEa,Positive,presiden joko widodo mengingatkan masyarakat agar tidak menggunakan uang bantuan langsung tunai blt minyak goreng untuk membeli pulsa,Positive
"Penyaluran BLT DD Desa Waculaea untuk bulan Januari s/d marat 2022  sebanyak 74 KPM 
@halimiskandarnu 
@imansyukri 
@yusradaridesa 
@azzameldzikrie 
@malik_haramain 
@tppkemendes 
@kemendespdtt https://t.co/qjntiAZRjk",Neutral,penyaluran blt dd desa waculaea untuk bulan januari sd marat sebanyak kpm,Positive
"BLT MINYAK GORENG
Mayoritas tahu tentang BLT minyak goreng, dan mayoritas juga setuju dengan kebijakan tersebut. https://t.co/MUkJ7pElEW",Neutral,blt minyak goreng mayoritas tahu tentang blt minyak goreng dan mayoritas juga setuju dengan kebijakan tersebut,Positive
Piw! Gada yang mau mutual ama akun kecil? M19 Dom Blt https://t.co/07gyIrgl6a,Neutral,piw gada yang mau mutual ama akun kecil m dom blt,Positive
"BLT Minyak Goreng Bakal Usai Sebelum Lebaran, Mensos: Terkendala dalam Penyaluran
https://t.co/WDkGmZP1U8",Positive,blt minyak goreng bakal usai sebelum lebaran mensos terkendala dalam penyaluran,Positive
"KABAR KORAMIL
Bawang- Babinsa Koramil 10/Bawang Sertu Ari budi pendampingan dan pengamanan pelaksanaan pembagian BLT- DD di balai desa Watu urip kec.Bawang Selasa(26/04/22) https://t.co/4L0gD7qD0u",Positive,kabar koramil bawang babinsa koramil bawang sertu ari budi pendampingan dan pengamanan pelaksanaan pembagian blt dd di balai desa watu urip kecbawang selasa,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/zUJYrVDJJu",Positive,menurut dia minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai blt minyak goreng untuk masyarakat,Positive
Pembagaian BLT Minyak Goreng di Jakarta pusat oleh pemerintah sudah mencapai angka 99 %. #DukungMendag Lutfi https://t.co/zvFYRGaT2P,Positive,pembagaian blt minyak goreng di jakarta pusat oleh pemerintah sudah mencapai angka lutfi,Positive
BPNT Cair Sampai Kapan? Cus Buka https://t.co/wAG9qW18pG Ada BLT Minyak Goreng Rp300 Ribu https://t.co/mQxCukNVce,Positive,bpnt cair sampai kapan cus buka ada blt minyak goreng rp ribu,Positive
wala bang pooling sa blt Ã°ÂŸÂ¥Â¹Ã°ÂŸÂ¥Â¹,Negative,wala bang pooling sa blt ã°âÿâ¥â¹ã°âÿâ¥â¹,Positive
"vaksin &amp; BLT, ""jebakan betmen""",Positive,vaksin amp blt jebakan betmen,Positive
Presiden Jokowi HARUS KERJA KERAS ... Harga2 sudah mengalami kenaikan yang menyengsarakan Rakyat ... Percuma adanya BLT2 an ... Padahal waktu kampanye menolak BLT dan akan mengeluarkan Kartu Sembako ... Mana janjimu Presiden?,Positive,presiden jokowi harus kerja keras harga sudah mengalami kenaikan yang menyengsarakan rakyat percuma adanya blt an padahal waktu kampanye menolak blt dan akan mengeluarkan kartu sembako mana janjimu presiden,Positive
Presiden Jokowi minta penggunaan BLT minyak goreng tepat guna sesuai dengan arah dari KEMENSOS. #DukungMendag Lutfi https://t.co/C26tZBq9Y9,Positive,presiden jokowi minta penggunaan blt minyak goreng tepat guna sesuai dengan arah dari kemensos lutfi,Positive
"Gubernur Kalbar Serahkan Bansos Penyaluran BLT Minyak Goreng dan BPNT Bagi Masyarakat
#Indonesia #DiskonKilatGrabFood #Nastar #trisuaka #belajar #Puasa #Libur #Ramadhan #Lebaran #Selasa #SUGA #SUZY #Reyhan #635Triliun
https://t.co/1L86E4dJAS",Positive,gubernur kalbar serahkan bansos penyaluran blt minyak goreng dan bpnt bagi masyarakat,Positive
"Penyaluran BLT Dana Desa Bulan januari -maret
#NagariTanjungBonaiAurSelatan https://t.co/OwxNHTcYw2",Positive,penyaluran blt dana desa bulan januari maret,Positive
"Kepala Dinas Sosial Provinsi Jawa Barat turut hadir mendampingi #PauURuzhanul dalam peninjauan langsung penyaluran Bantuan Langsung Tunai ( Minyak Goreng) dan program sosial BPNT di Kantor PT. POS Indonesia Cabang kota Depok.
@ridwankamil @PauURuzhanul @h",Positive,kepala dinas sosial provinsi jawa barat turut hadir mendampingi dalam peninjauan langsung penyaluran bantuan langsung tunai minyak goreng dan program sosial bpnt di kantor pt pos indonesia cabang kota depok,Positive
Babinsa Way Bungur Kawal Pembagian BLT DD Hingga KerumahÃ‚Â Warga https://t.co/fRTDI7mGlZ,Positive,babinsa way bungur kawal pembagian blt dd hingga kerumahã‚â warga,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/CEWuCotmTN",Positive,menurut dia minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai blt minyak goreng untuk masyarakat,Positive
"BLT Minyak Goreng dan Sembako Rp 500 Ribu Diantar Langsung ke Rumah, Khusus untuk Kategori Ini
 
https://t.co/lpAyHbQNMa via @tribunbanten",Positive,blt minyak goreng dan sembako rp ribu diantar langsung ke rumah khusus untuk kategori ini via,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/cgxHHkui2Q",Positive,menurut dia minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai blt minyak goreng untuk masyarakat,Positive
"Jokowi: BLT Minyak Goreng Jangan Dipakai Beli Pulsa

""BLT minyak goreng ini harus digunakan sesuai tujuannya yaitu membeli minyak goreng maupun sembako. Tapi jangan dipakai beli pulsa,"" kata Pak @jokowi. https://t.co/SqLNxOfQEe",Positive,jokowi blt minyak goreng jangan dipakai beli pulsa blt minyak goreng ini harus digunakan sesuai tujuannya yaitu membeli minyak goreng maupun sembako tapi jangan dipakai beli pulsa kata pak,Positive
"Alhamdulillah BLT minyak goreng dari pemerintah ini pastinya, dapat dipergunakan dgn baik banget ya oleh masyarakat 
#DukungMendagLutfi https://t.co/o5MA4TybUc",Negative,alhamdulillah blt minyak goreng dari pemerintah ini pastinya dapat dipergunakan dgn baik banget ya oleh masyarakat,Positive
"Berbagai video Ramadhan menarik menantimu! Ikuti eventnya dan jadilah pemenang berikutnya!
https://t.co/TDFofLWHz2

Pembagian BLT Minyak Goreng 300 rb di Polres Banyuasin",Positive,berbagai video ramadhan menarik menantimu ikuti eventnya dan jadilah pemenang berikutnya pembagian blt minyak goreng rb di polres banyuasin,Positive
"Nah lohh, gimana perasaannya kalo BLT minyak goreng dari pemerintah udah pada cair semuanya 
#DukungMendagLutfi https://t.co/JDpV6pE7Dd",Negative,nah lohh gimana perasaannya kalo blt minyak goreng dari pemerintah udah pada cair semuanya,Positive
"Sementara itu, penyaluran BLT Minyak Goreng di Pontianak mencapai 96,8 persen. Presiden pun meminta agar penyaluran bantuan tersebut dapat terselesaikan secepatnya. https://t.co/HQgPibwrOp",Negative,sementara itu penyaluran blt minyak goreng di pontianak mencapai persen presiden pun meminta agar penyaluran bantuan tersebut dapat terselesaikan secepatnya,Positive
"BLT UMKM Ada Lagi, Ini Syarat dan Cara Cek Penerima di https://t.co/DQ9ZdZajzF untuk Cairkan BPUM Rp600 RIbu https://t.co/knOWMkmbdV",Positive,blt umkm ada lagi ini syarat dan cara cek penerima di untuk cairkan bpum rp ribu,Positive
"Alhamdulillah banget ya, penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi https://t.co/xqB2trPwLJ",Positive,alhamdulillah banget ya penyaluran blt minyak goreng ini udah mencapai persen loh bestie,Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/0j5owpbgU2",Positive,selanjutnya kepala negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa blt minyak goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya,Positive
"Tolong disampaikan kepada para penerima bahwa BLT Minyak Goreng ini betul-betul digunakan sesuai yang telah diarahkan oleh Menteri Sosial baik itu untuk membeli minyak goreng maupun sembako. Tapi jangan dipakai untuk beli pulsa,"" ujar Kepala Negara. https",Positive,tolong disampaikan kepada para penerima bahwa blt minyak goreng ini betulbetul digunakan sesuai yang telah diarahkan oleh menteri sosial baik itu untuk membeli minyak goreng maupun sembako tapi jangan dipakai untuk beli pulsa ujar kepala negara,Positive
"pemerintah melalui Kementerian Sosial menunjuk Pos Indonesia dalam penyaluran BLT Minyak Goreng sebesar Rp300 ribu kepada KPM di seluruh Tanah Air. Penyaluran BLT Minyak Goreng tersebut ditargetkan dapat diterima oleh 18,3 juta KPM sebelum Lebaran tahun 2",Positive,pemerintah melalui kementerian sosial menunjuk pos indonesia dalam penyaluran blt minyak goreng sebesar rp ribu kepada kpm di seluruh tanah air penyaluran blt minyak goreng tersebut ditargetkan dapat diterima oleh juta kpm sebelum lebaran tahun,Positive
"Saat meninjau, Presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing",Positive,saat meninjau presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video yakni aceh medan banten pontianak depok dan cikini jakarta pusat untuk menyampaikan capaian penyaluran blt di masingmasing,Positive
#DukungMendagLutfi presiden jokowi berharap BLT minyak goreng ini bisa meringankan beban masyarakat https://t.co/qY1xr15XOD,Positive,presiden jokowi berharap blt minyak goreng ini bisa meringankan beban masyarakat,Positive
"Presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing daerah tersebu",Positive,presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video yakni aceh medan banten pontianak depok dan cikini jakarta pusat untuk menyampaikan capaian penyaluran blt di masingmasing daerah tersebu,Positive
"Terbaik banget gak sihh, kalo BLT minyak goreng ini udah cair buat kita semuanya 
#DukungMendagLutfi https://t.co/BYQsGJbd3l",Positive,terbaik banget gak sihh kalo blt minyak goreng ini udah cair buat kita semuanya,Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/Fe5E4hhNcA",Positive,selanjutnya kepala negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa blt minyak goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya,Positive
"Terbaik banget ya manteman, pembagian BLT dari pemerintah sudah mencapai 99 persen nih 
#DukungMendagLutfi https://t.co/Q7sCfD7FoI",Positive,terbaik banget ya manteman pembagian blt dari pemerintah sudah mencapai persen nih,Positive
"Kota Semarang khususnya Candisari, Wonotingal utk program BLT Migor belum cair..  Ibuk gueh nanya ke pak RT muluk..",Positive,kota semarang khususnya candisari wonotingal utk program blt migor belum cair ibuk gueh nanya ke pak rt muluk,Positive
"#BLT #PKH #AtletTaekwondo #Gorontalo
Harumkan Gorontalo, Kondisi Tempat Tinggal Memprihatinkan https://t.co/2NB5cZwmYN",Positive,harumkan gorontalo kondisi tempat tinggal memprihatinkan,Positive
@maxhansens50 Dia makai pola pepo nya. Ga penting pembangunan asal blt lancar. Kapan maju nya negara ini? Semua misi dia cuma niru pepo nya ga ada hsl pikiran dia sbg kaum muda.,Positive,dia makai pola pepo nya ga penting pembangunan asal blt lancar kapan maju nya negara ini semua misi dia cuma niru pepo nya ga ada hsl pikiran dia sbg kaum muda,Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/c2eznw87aZ",Neutral,selanjutnya kepala negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa blt minyak goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya,Positive
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/7bZjPDCqzG",Positive,alhamdulillah ikut seneng banget pokoknya kalo blt minyak goreng udah capai persen gais pembagiannya,Positive
Petugas Bhabinkamtibmas Polsek Tigalingga Hadiri Kegiatan Penyaluran BLT-DD kpd Masyarakat sekaligus Vaksinasi di Desa Lau Pakpak Kec Tigalingga Kab Dairi https://t.co/koe7I87rDl,Positive,petugas bhabinkamtibmas polsek tigalingga hadiri kegiatan penyaluran bltdd kpd masyarakat sekaligus vaksinasi di desa lau pakpak kec tigalingga kab dairi,Positive
"Uhuy seneng banget pastinya ya, kalo BLT minyak goreng itu udah cair utk seluruh rakyat Indonesia
#DukungMendagLutfi https://t.co/QOyfPc0CIT",Positive,uhuy seneng banget pastinya ya kalo blt minyak goreng itu udah cair utk seluruh rakyat indonesia,Positive
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/STMaYOIQJs",Positive,alhamdulillah ikut seneng banget pokoknya kalo blt minyak goreng udah capai persen gais pembagiannya,Positive
"@TPPI_BENJENG 
Penyaluran BLT bulan April  Desa Jatirembe kec. Benjeng. Foto bersama Kepala Desa, Perangkat, Pendamping, dan KPM.
Senin, 25 April 2022 jam 19.30 wib

#tppgresik 
#tppkemendesa 
#BLT
#tppkecbenjeng https://t.co/DMZfToqO8S",Positive,penyaluran blt bulan april desa jatirembe kec benjeng foto bersama kepala desa perangkat pendamping dan kpm senin april jam wib,Positive
