Mentions,Sentiment
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/vEmoYcf8oU",Positive
"Babinsa Ds.Gagaksipat sertu Rudi melaksanakan pengamanan dan pendampingan Vaksinasi dan pembagian BLT DD di balai desa Gagaksipat
@kodim0724byl 
@KoremSolo https://t.co/ik0vP0hCBy",Negative
"PEMDES WONOSARI SALURKAN BLT-DD TAHAP 1, 2, DAN 3
https://t.co/VBc0TcOx98",Negative
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/hr1s8QtZoq,Positive
"Ayo cek penerimanya. Kunjungi https://t.co/DwXnLg2Ytf

#bantuanlangsungtunai #blt #umkm #ekonomi #bltumkm2022 https://t.co/YFiHZ3tFl1",Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/Kw73kt6lJh",Positive
"Ayo cek penerimanya. Kunjungi https://t.co/DwXnLg2Ytf

#bantuanlangsungtunai #blt #umkm #ekonomi #bltumkm2022 https://t.co/B5uFBxcAze",Negative
"Ayo cek penerimanya. Kunjungi https://t.co/DwXnLg2Ytf

#bantuanlangsungtunai #blt #umkm #ekonomi #bltumkm2022 https://t.co/7slYaURbby",Positive
Akses Laman https://t.co/DQ9ZdZajzF untuk Cek Bansos BPUM atau BLT UMKM Secara Berkala agar Dapat Rp600 Ribu https://t.co/XnjF3eSUA1,Positive
"Babinsa Ds.giriroto sertu Budi Supriono sedang melaksanakan pendampingan pembagian BLT DD di balai desa Giriroto
@kodim0724byl 
@KoremSolo https://t.co/iBQ2A5cL3l",Positive
"Kabar Koramil -Babinsa Koramil 15/Rakit Serda Wigiyanto melaksanakan Pendampingan dan Monitoring Pembagian Bantuan Langsung Tunai Dana Desa (BLT-DD) kepada masyarakat desa Badamita yang kurang mampu yang terdampak Pandemi Covid-19, di Kantor BKK Rakit Kec",Negative
"Untuk diketahui, pemerintah melalui Kementerian Sosial menunjuk Pos Indonesia dalam penyaluran BLT Minyak Goreng sebesar Rp300 ribu kepada KPM di seluruh Tanah Air.
.
Penyaluran BLT Minyak Goreng tersebut ditargetkan dapat diterima oleh 18,3 juta KPM sebe",Positive
"Ayo cek penerimanya. Kunjungi https://t.co/DwXnLg2qDH

#bantuanlangsungtunai #blt #umkm #ekonomi #bltumkm2022 https://t.co/k8KFscLjbU",Positive
"Ayo cek penerimanya. Kunjungi https://t.co/DwXnLg2qDH

#bantuanlangsungtunai #blt #umkm #ekonomi #bltumkm2022 https://t.co/E2YIC3NOiI",Negative
Kapolres Pantau Peluncuran Dana BLT Khusus Pedagang Kaki Lima https://t.co/l0AbbnhSKs,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/kclVTB5CEk",Positive
"horee ada bantuan lagi!!
bukti nyata kepedulian pemerintah kepada masyarakat

#blt #bantuan #umkm #bltumkm2022 #bltumkm https://t.co/UUVJ25kdLi",Positive
"Presiden juga berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing daerah te",Positive
"Untuk diketahui, pemerintah melalui Kementerian Sosial menunjuk Pos Indonesia dalam penyaluran BLT Minyak Goreng sebesar Rp 300 ribu kepada KPM di seluruh Tanah Air. Penyaluran BLT Minyak Goreng tersebut ditargetkan dapat diterima oleh 18,3 juta KPM sebel",Positive
"Tolong disampaikan kepada para penerima bahwa BLT Minyak Goreng ini betul-betul digunakan sesuai yang telah diarahkan oleh Menteri Sosial baik itu untuk membeli minyak goreng maupun sembako. Tapi jangan dipakai untuk beli pulsa, tegas Jokowi.",Positive
"Selanjutnya, Jokowi menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya.",Positive
"Presiden Joko Widodo meninjau proses penyaluran BLT Minyak Goreng kepada 100 Keluarga Penerima Manfaat (KPM) yang digelar di Pos Bloc, Jakarta, Senin, 25 April 2022.
.
Presiden memastikan bahwa BLT Minyak Goreng tersebut dapat tersalurkan dengan baik kepa",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/HOWwlNN3tm
Ramadhan Utamakan Prokes https://t.co/Dan0PXiCwr",Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/MAEeKFZbZJ",Positive
"Presiden Jokowi meninjau proses penyaluran Bantuan Langsung Tunai (BLT) Minyak Goreng kepada 100 keluarga penerima manfaat (KPM) yang digelar di Pos Bloc, Jakarta.
https://t.co/QUpCTNPdI7",Positive
Polres Sawahlunto Salurkan Bantuan Langsung Tunai untuk 2000 Warga https://t.co/oyVpBqLcRX,Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/XAz5QFpYD4,Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat https://t.co/1FZtkc6Dxz",Positive
Babinsa koramil 0906-02/Loa Kulu Sertu Edison melakukan pendampingan maupun pengawalan dalam penyaluran bantuan langsung tunai (BLT DD) bertempat di gedung BPU yang berada di jalan Taman Arum rt 9 DEsa Sumber sari https://t.co/03Ge6kapBK,Positive
"Babinsa Ds.Sawahan sertu Sugianto melaksanakan pengamanan dan pendampingan Vaksinasi dan pembagian BLT DD di balai desa Sawahan kec.Ngemplak
@kodim0724byl 
@KoremSolo https://t.co/dS9kLTVHen",Positive
"BLT Minyak Goreng, Ramadhan Utamakan Prokes https://t.co/rqwWTrHhMw",Positive
"Ganjar Pranowo meninjau penyaluran Bantuan Langsung Tunai (BLT) minyak goreng kepada warga di Kantor Camat Wonopringgo, Kabupaten Pekalongan, Jawa Tengah

#Ganjar #GanjarPranowo #ganjarku #ganjaruntukindonesia #minyakgoreng https://t.co/4Rp3EBmvsa",Positive
PENYALURAN BLT DESA KARANG JAYA https://t.co/5WPU5cMqUi,Positive
"Banyak yg ngeshare qr mbanking atau Emoneylainnya, mau cosplay jadi penerima BLT wkwkwk",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat.

Ramadhan Utamakan Prokes
https://t.co/4pYdpGlcgD",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat.

Ramadhan Utamakan Prokes
https://t.co/LOuDf6xhUL",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/bcoh3nUjK0",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat.

Ramadhan Utamakan Prokes
https://t.co/LLJkvjheNU",Positive
"Candisari, Semarang Kota belum ada BLT Migor yg mulia Bapak Presiden @jokowi @PemkotSmg @provjateng",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/2bhccr3CeL",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/bb8BTsm90R,Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/l7BfKou6WX",Positive
"Gegara KPM Mudik Lebaran, 958 Paket BLT Minyak Goreng dan BPNT di Depok Belum Tersalurkan
#bltminyakgoreng
https://t.co/3YtCZDcu8X",Positive
"Kabupaten Musirawas provinsi Sumatera Selatan sampai saat ini hanya beberapa desa yang sudah mencairkan Dana Desa, masyarakat begitu mengharapkan BLT DD segera cair di lebaran 
@halimiskandarnu 
@tppkemendes 
@Itjen_Kemendes 
@cakimiNOW",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng.
Ramadhan Utamakan Prokes https://t.co/lZfn3yXmIg",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/Yf3Xo1vWoS",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
Ramadhan Utamakan Prokes
https://t.co/5WRKBzXHiX",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat. Ramadhan Utamakan Prokes
https://t.co/rtDmkGsORF",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat. 
Ramadhan Utamakan Prokes
https://t.co/qUmdPdoIG4",Positive
"BLT Minyak Goreng, Ramadhan Utamakan Prokes https://t.co/YcocumRxdG",Positive
Mr. Food's BLT Egg Salad  https://t.co/kQx8Lt2v2Z,Positive
BLT Minyak Goreng. Sudahkah Tepat Sasaran? https://t.co/qXkC1rtkKd,Positive
"@uyaboira nyayur perangkat desa mah, can nyairkeun duit BLT jelema nu geus maotÃ°ÂŸÂ˜Â‡",Positive
@PRFMnews BLT di pakai bayar utang emok,Positive
BLT Minyak Goreng Ternyata juga Dinikmati Mafia https://t.co/Bp7Y0Cyl7K,Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/yOqJcqXzCT
Ramadhan Utamakan Prokes",Negative
"Penyaluran BLT Minyak Goreng Capai 95,7% dalam 10 Hari
Ramadhan Utamakan Prokes
https://t.co/vGrY4uBPvQ",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/kJvcwZ7uDJ",Positive
Penyaluran BLT-DD Bulan IV Tahun 2022 @ Desa Panggisari https://t.co/b7UgUVCQa2,Positive
"@TyaraRara14 Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat

Ramadhan Utamakan Prokes
https://t.co/MhWdUhbPMY",Positive
"BLT merupakan langkah baik Presiden Jokowi untuk atasi kenaikan harga minyak goreng
Ramadhan Utamakan Prokes https://t.co/OT8xBGKzBV",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/4ttmVh6kfX
Ramadhan Utamakan Prokes",Positive
"@evosesports BLT Minyak Goreng Akan Cair..
Ã°ÂÂ—Â¥Ã°ÂÂ—Â®Ã°ÂÂ—ÂºÃ°ÂÂ—Â®Ã°ÂÂ—Â±Ã°ÂÂ—ÂµÃ°ÂÂ—Â®Ã°ÂÂ—Â» Ã°ÂÂ—Â¨Ã°ÂÂ˜ÂÃ°ÂÂ—Â®Ã°ÂÂ—ÂºÃ°ÂÂ—Â®Ã°ÂÂ—Â¸Ã°ÂÂ—Â®Ã°ÂÂ—Â» Ã°ÂÂ—Â£Ã°ÂÂ—Â¿Ã°ÂÂ—Â¼Ã°ÂÂ—Â¸Ã°ÂÂ—Â²Ã°ÂÂ˜Â€ https://t.co/xwFgsbyqNg",Positive
"Monitoring Penyaluran BLT ( Bantuan 
Langsung Tunai)  di Aula Desa Situsari Kecamatan karangpawitan kabupaten Garut.  Bulan Januari Pebruari dan Maret Th 2022 .Peruntukan 102 KPM ( Keluarga Penerima Manpaat) 
Alokasi Angggaran dari DD ( Dana Desa) https:/",Positive
Penyaluran BLT dinilai jadi solusi Jokowi atasi kanikam harga minyak goreng... Ramadhan Utamakan Prokes https://t.co/FNtAE3AU9K,Negative
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/F1jxQL8vWv

Ramadhan Utamakan Prokes",Positive
"Pendistribusian BLT dan subsisi untuk masyarakat

Ramadhan Utamakan Prokes https://t.co/dPhvI8yBYU",Positive
"Pendistribusian BLT dan subsisi untuk masyarakat

Ramadhan Utamakan Prokes https://t.co/fk1uE0S3Wd",Positive
"Pendistribusian BLT dan subsisi untuk masyarakat

Ramadhan Utamakan Prokes https://t.co/hlSV23UgXS",Positive
"Pendistribusian BLT dan subsisi untuk masyarakat

Ramadhan Utamakan Prokes https://t.co/mpcjQusTnK",Positive
"BLT Minyak Goreng Ternyata juga Dinikmati Mafia
https://t.co/lzgbrc8KNs",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/T5bUOYt6K6,Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/qzcnkjmUhG,Negative
"Ramadhan Utamakan Prokes

BLT solusi Jokowi Atasi Kenaikan Harga Minyak Goreng https://t.co/kT79q3kipB",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/DRXC0nQJzx

Ramadhan Utamakan Prokes",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/aD6AxEzVRU

Ramadhan Utamakan Prokes",Negative
85 KK Warga Desa Menukung Kota Terima Bantuan BLT-DD yang Dihadiri Bhabinkamtibmas PolsekÃ‚Â Menukung https://t.co/7zKe6qK1kW,Negative
"Hadiri Penyaluran BLT-DD Desa Menukung Kota, Ini Pesan Bhabinkamtibmas Polsek Menukung Kepada Perangkat Desa dan Warga PenerimaÃ‚Â Bantuan https://t.co/82CTp98EVu",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/A1cad0mp7n,Positive
"Percepat Penyaluran BLT Minyak Goreng
Ramadhan Utamakan Prokes https://t.co/99Fz1E9MpX",Positive
Bhabinkamtibmas desa wareng pantau penyaluran bantuan BLT DD bagi KPM yang layak menerima https://t.co/MnqEfxYOBr,Positive
"Percepat Penyaluran BLT Minyak Goreng
Ramadhan Utamakan Prokes https://t.co/dnJMNi2JU0",Positive
Langkah Presiden Jokowi memberikan BLT sudah tepat. Ramadhan Utamakan Prokes https://t.co/I9CpTr7red,Positive
Penyaluran BLT menjadi solusi Presiden Jokowi atasi kenaikan minyak goreng. Ramadhan Utamakan Prokes https://t.co/D9aNaxv1gJ,Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/sugUbajo3m",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/Gq7zuRpZFi",Positive
"penyaluran BLT di nilai jadi solusi jokowi atasi kenaikan harga minyak goreng
Ramadhan Utamakan Prokes

#likeforlikes #likesforlike #like #likeforlikeback #followforfollowback #follow https://t.co/xtm8Dht6XQ",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng.
Ramadhan Utamakan Prokes https://t.co/OcLdFLWYg1",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng.
Ramadhan Utamakan Prokes https://t.co/TuggUV5ciV",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/HgjMiqwhrV
Ramadhan Utamakan Prokes",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat Ramadhan Utamakan Prokes
https://t.co/GryNjeaoso",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat Ramadhan Utamakan Prokes
https://t.co/bza7F37IBS",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat Ramadhan Utamakan Prokes
https://t.co/dFkG0DfoHP",Negative
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/XgSxzJrYMH
Ramadhan Utamakan Prokes https://t.co/rfR2sScHLg",Positive
Penyaluran BLT menjadi solusi Presiden Jokowi atasi kenaikan minyak goreng. Ramadhan Utamakan Prokes https://t.co/n7kVIQN6Pr,Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/vNrWhkHGil
Ramadhan Utamakan Prokes",Negative
@IkhlasSajadeh Sebetule sederhana kok yg gak mau vaksin gk usah dikasih BLT / bantuan apapun dari pemerintah biar yg ngasik bantuan ulama2 yg jd junjungannya,Positive
"Ramadhan Utamakan Prokes
Penyaluran BLT Jadi Solusi Jokowi Soal Kenaikan Harga Minyak Goreng https://t.co/CPquziMV1i",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat

Ramadhan Utamakan Prokes
https://t.co/Nxh8EuD4QX",Positive
Dia membenci Jokowi tapi kalau pemerintah keluarkan kebijakan BLT kadrun dibarisan depan untuk menerima bantuan kok ya ga ada rasa malu suka nyinyir tapi ada bantuan pemerintah dia berebut paling didepan.,Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/XTLyDR9K61
Ramadhan Utamakan Prokes https://t.co/sancXCR42g",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat

Ramadhan Utamakan Prokes
https://t.co/dLN21LH8RV",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/taVXLL1jZs",Positive
"Penyaluran BLT Dinilai Jadi Solusi Jokowi Atasi Kenaikan Harga Minyak Goreng

Ramadhan Utamakan Prokes https://t.co/N0oHsB9Y1m",Positive
"Penyaluran BLT Dinilai Jadi Solusi Jokowi Atasi Kenaikan Harga Minyak Goreng

Ramadhan Utamakan Prokes https://t.co/aQ1pqZVJxV",Positive
"Cara Daftar BLT Minyak Goreng Online, Segera Unduh Aplikasi Cek Bansos untuk Dapat Bantuan Rp300 Ribu https://t.co/BO72465pyC",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng

Ramadhan Utamakan Prokes https://t.co/xh27tLy89p",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
Ramadhan Utamakan Prokes
https://t.co/ZZAkqh3fQo",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat. Ramadhan Utamakan Prokes
https://t.co/mInjPT3GAK",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng. Ramadhan Utamakan Prokes
https://t.co/neGcSsmvTy",Positive
"Presiden Jokowi Distribusikan BLT Minyak Goreng Kepada Masyarakat
Ramadhan Utamakan Prokes https://t.co/fEpiEnzngZ",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/HJeig3nm9F
Ramadhan Utamakan Prokes",Positive
"#MensosRisma menyampaikan, sesuai arahan Presiden agar BLT Minyak Goreng sampai ke tangan penerima manfaat sebelum Hari Raya Idul Fitri.

Capaian salur bansos juga tidak lepas dari kerja sama @PosIndonesia sebagai penyalur, jajaran pemerintah daerah dan j",Positive
"Dalam kesempatan ini Presiden mengapresiasi capaian penyaluran BLT minyak goreng  yang mencapai 98,3% secara nasional.

https://t.co/k3nU8VCLAC",Positive
"Presiden @jokowi didampingi #MensosRisma menyalurkan bantuan sosial BLT Minyak Goreng di Gedung Filateli, Jl. Pos, Jakarta Pusat, Senin (25/04). https://t.co/Bq9sImwMQ8",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat

Ramadhan Utamakan Prokes
https://t.co/7PQ79mV489",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/ONgsStQx3l

Ramadhan Utamakan Prokes",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
Ramadhan Utamakan Prokes
https://t.co/NePDzZtsu9",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/WZvtgghnUD",Positive
"Presiden @jokowi  meninjau proses penyaluran Bantuan Langsung Tunai (BLT) Minyak Goreng kepada 100 Keluarga Penerima Manfaat (KPM) yang digelar di Pos Bloc, Jakarta, pada Senin, 25 April 2022. https://t.co/i3Oz04LF2m",Positive
"Ã¢ÂŒÂš3Ã¢ÂƒÂ£Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/cMlJkh4Lgx",Positive
"Presiden @jokowi  meninjau proses penyaluran Bantuan Langsung Tunai (BLT) Minyak Goreng kepada 100 Keluarga Penerima Manfaat (KPM) yang digelar di Pos Bloc, Jakarta, pada Senin, 25 April 2022. https://t.co/daS9ITTaT0",Negative
"Presiden @jokowi  meninjau proses penyaluran Bantuan Langsung Tunai (BLT) Minyak Goreng kepada 100 Keluarga Penerima Manfaat (KPM) yang digelar di Pos Bloc, Jakarta, pada Senin, 25 April 2022. https://t.co/nmCtJOT87E",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/3UvtWEDQaW Ramadhan Utamakan Prokes",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng

Ramadhan Utamakan Prokes https://t.co/dtREMpObaZ",Positive
"daerah gue masyarakat yang dapat bantuan BLT diwajibkan vaksin, kalo ga mau ngak dapet. Padahal ada beberapa lansia yang memiliki riwayat pentakit tertentu. Daerah kalian gimana ?",Positive
"Ã¢ÂÂ¬3Ã¢ÂƒÂ£Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/i4EVvXJ28T",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
Ramadhan Utamakan Prokes
https://t.co/efIBV791lQ",Positive
"BLT Minyak Goreng diharap dapat mengurangi beban masyarakat kita. Semoga masyarakat juga di bulan Ramadhan Utamakan Prokes menghindari Covid-19
Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/fKZzsFqOpd",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng

Ramadhan Utamakan Prokes https://t.co/VZMOenwMHW",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/WyUHEAH3Iw

Ramadhan Utamakan Prokes",Positive
85 KK Warga Desa Menukung Kota Terima Bantuan BLT-DD yang Dihadiri Bhabinkamtibmas PolsekÃ‚Â Menukung https://t.co/7aOO78oTvK,Positive
"Hadiri Penyaluran BLT-DD Desa Menukung Kota, Ini Pesan Bhabinkamtibmas Polsek Menukung Kepada Perangkat Desa dan Warga PenerimaÃ‚Â Bantuan https://t.co/NWwDALclUA",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi kenaikan harga minyak goreng, Ramadhan Utamakan Prokes https://t.co/wlNU5hEFS2",Positive
"Kenapa, baru putuskan skrg?
Pdhl kelangkaan migor itu mulai Agustus-Maret. Setelah antrean panjang rakyat menghilang, krn ketersediaan migor melimpah, buah dr subsidi migor kemasan dicabut, migor curah bersubsidi dinaikkan HET-nya, lalu BLT &amp; bantuan ",Positive
"Penyaluran BLT dinilai jadi solusi Jokowi atasi Kenaikan harga minyak goreng.

Ramadhan Utamakan Prokes https://t.co/OnDIL1gy5l",Positive
"@beny_wenda Untung lo masih hidup d negeri ini bung
Plingan anda yg terdepan menerima BLT Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat

Ramadhan Utamakan Prokes
https://t.co/ToTXx3wfjd",Positive
"Penyaluran BLT dinilai jadi Solusi jokowj atasi kenaikam harga Migor. 
Ramadhan Utamakan Prokes https://t.co/4T36TIVdth",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat, Ramadhan Utamakan Prokes
https://t.co/cGQ9WScugu",Positive
"Penyaluran BLT jadi solusi terbaik untuk menghadapi krisis minyak goreng
Ramadhan Utamakan Prokes https://t.co/larUDZOIev",Positive
